date,target_type,target,horizon,direction,strength,confidence,source_weight,title,source_url
2026-01-01,stock,603619.SH,mid,neutral,2,0.62,1.0,中曼石油:中曼石油关于使用部分闲置募集资金进行现金管理的公告,https://data.eastmoney.com/notices/detail/603619/AN202512311812018090.html
2026-01-01,stock,603619.SH,mid,bullish,4,0.82,1.0,中曼石油:中曼石油关于签署伊拉克MF区块研究服务协议暨关联交易的公告,https://data.eastmoney.com/notices/detail/603619/AN202512311812018087.html
2026-01-01,stock,603619.SH,mid,neutral,2,0.62,1.0,中曼石油:中曼石油内部审计制度(2025年12月),https://data.eastmoney.com/notices/detail/603619/AN202512311812018089.html
2026-01-01,stock,603619.SH,mid,neutral,2,0.62,1.0,中曼石油:中曼石油第四届董事会第十五次会议决议公告,https://data.eastmoney.com/notices/detail/603619/AN202512311812018093.html
2026-01-01,stock,603619.SH,mid,neutral,2,0.62,1.0,中曼石油:中曼石油董事会战略委员会工作规则(2025年12月),https://data.eastmoney.com/notices/detail/603619/AN202512311812018094.html
2026-01-01,stock,603619.SH,mid,neutral,2,0.62,1.0,中曼石油:国金证券股份有限公司关于中曼石油天然气集团股份有限公司使用部分暂时闲置募集资金进行现金管理的核查意见,https://data.eastmoney.com/notices/detail/603619/AN202512311812018092.html
2026-01-01,stock,603619.SH,mid,bullish,4,0.82,1.0,中曼石油:国金证券股份有限公司关于中曼石油天然气集团股份有限公司签署伊拉克MF区块研究服务协议暨关联交易的核查意见,https://data.eastmoney.com/notices/detail/603619/AN202512311812018091.html
2026-01-01,stock,603619.SH,mid,neutral,2,0.62,1.0,中曼石油:第四届董事会独立董事专门会议第五次会议决议,https://data.eastmoney.com/notices/detail/603619/AN202512311812018095.html
2026-01-10,stock,603619.SH,mid,bullish,3,0.74,1.0,中曼石油:中曼石油关于2025年12月对外担保的进展公告,https://data.eastmoney.com/notices/detail/603619/AN202601091816878833.html
2026-01-15,stock,603619.SH,mid,neutral,2,0.62,1.0,中曼石油:中曼石油天然气集团股份有限公司关于持股5%以上的股东权益变动触及1%刻度的提示性公告,https://data.eastmoney.com/notices/detail/603619/AN202601141817018316.html
2026-01-16,stock,603619.SH,mid,neutral,2,0.62,1.0,中曼石油:中曼石油关于持股5%以上的股东权益变动触及1%、5%刻度暨披露简式权益变动报告书的提示性公告,https://data.eastmoney.com/notices/detail/603619/AN202601151817055996.html
2026-01-16,stock,603619.SH,mid,neutral,2,0.62,1.0,中曼石油:中曼石油天然气集团股份有限公司简式权益变动报告书,https://data.eastmoney.com/notices/detail/603619/AN202601151817055997.html
2026-01-16,stock,603619.SH,mid,bearish,3,0.9,1.0,中曼石油披露5%以上股东权益变动触及1%和5%刻度,
2026-01-30,stock,603619.SH,mid,bearish,4,0.82,1.0,中曼石油:中曼石油股东减持股份结果公告,https://data.eastmoney.com/notices/detail/603619/AN202601291818548062.html
2026-01-30,stock,603619.SH,short,bearish,4,0.82,1.0,中曼石油:中曼石油股票交易异常波动公告,https://data.eastmoney.com/notices/detail/603619/AN202601291818548059.html
2026-01-30,stock,603619.SH,short,bearish,4,0.82,1.0,中曼石油:控股股东、实际控制人关于《中曼石油天然气集团股份有限公司股票交易异常波动问询函》的回复,https://data.eastmoney.com/notices/detail/603619/AN202601291818548061.html
2026-01-30,stock,603619.SH,mid,bearish,4,0.9,1.0,中曼石油股东减持结果公告含超计划减持情形,
2026-01-30,stock,603619.SH,short,bearish,3,0.9,1.0,中曼石油股票交易异常波动公告提示短期波动风险,
2026-02-04,stock,603619.SH,mid,bearish,2,0.85,0.95,中曼石油1月对外担保进展公告显示担保余额占净资产比例较高,
2026-02-05,stock,603619.SH,mid,bullish,3,0.74,1.0,中曼石油:中曼石油关于2026年1月对外担保的进展公告,https://data.eastmoney.com/notices/detail/603619/AN202602041819771403.html
