date,target_type,target,horizon,direction,strength,confidence,source_weight,title,source_url
2024-01-03,stock,603516.SH,mid,neutral,2,0.62,1.0,淳中科技:北京淳中科技股份有限公司关于可转债转股结果暨股份变动的公告,https://data.eastmoney.com/notices/detail/603516/AN202401021615924176.html
2024-02-01,stock,603516.SH,mid,bullish,4,0.82,1.0,淳中科技:北京淳中科技股份有限公司关于以集中竞价交易方式回购股份方案的公告,https://data.eastmoney.com/notices/detail/603516/AN202401311619795690.html
2024-02-01,stock,603516.SH,mid,neutral,2,0.62,1.0,淳中科技:北京淳中科技股份有限公司第三届监事会第二十一次会议决议公告,https://data.eastmoney.com/notices/detail/603516/AN202401311619795693.html
2024-02-01,stock,603516.SH,mid,neutral,2,0.62,1.0,淳中科技:北京淳中科技股份有限公司第三届董事会第二十五次会议决议公告,https://data.eastmoney.com/notices/detail/603516/AN202401311619795691.html
2024-02-02,stock,603516.SH,mid,bullish,4,0.82,1.0,淳中科技:北京淳中科技股份有限公司关于以集中竞价交易方式回购公司股份的回购报告书,https://data.eastmoney.com/notices/detail/603516/AN202402011620010141.html
2024-02-02,stock,603516.SH,mid,bullish,4,0.82,1.0,淳中科技:北京淳中科技股份有限公司关于回购股份事项前十大股东和前十大无限售条件股东持股情况的公告,https://data.eastmoney.com/notices/detail/603516/AN202402011620010135.html
2024-02-06,stock,603516.SH,mid,bullish,4,0.82,1.0,淳中科技:北京淳中科技股份有限公司关于以集中竞价交易方式首次回购公司股份的公告,https://data.eastmoney.com/notices/detail/603516/AN202402051620564710.html
2024-03-02,stock,603516.SH,mid,bullish,4,0.82,1.0,淳中科技:北京淳中科技股份有限公司关于以集中竞价交易方式回购公司股份的进展公告,https://data.eastmoney.com/notices/detail/603516/AN202403011624837614.html
2024-03-12,stock,603516.SH,short,bearish,4,0.82,1.0,淳中科技:关于对《北京淳中科技股份有限公司可转债交易异常波动问询函》的回函,https://data.eastmoney.com/notices/detail/603516/AN202403111626265532.html
2024-03-12,stock,603516.SH,short,bearish,4,0.82,1.0,淳中科技:北京淳中科技股份有限公司可转换公司债券交易异常波动公告,https://data.eastmoney.com/notices/detail/603516/AN202403111626265531.html
2024-03-13,stock,603516.SH,short,bearish,4,0.82,1.0,淳中科技:关于对《北京淳中科技股份有限公司股票交易异常波动问询函》的回函,https://data.eastmoney.com/notices/detail/603516/AN202403121626483150.html
2024-03-13,stock,603516.SH,mid,neutral,2,0.62,1.0,淳中科技:北京淳中科技股份有限公司关于“淳中转债”预计满足赎回条件的提示性公告,https://data.eastmoney.com/notices/detail/603516/AN202403121626483151.html
2024-03-13,stock,603516.SH,short,bearish,4,0.82,1.0,淳中科技:北京淳中科技股份有限公司股票交易异常波动公告,https://data.eastmoney.com/notices/detail/603516/AN202403121626483152.html
2024-03-20,stock,603516.SH,mid,neutral,2,0.62,1.0,淳中科技:中山证券有限责任公司关于北京淳中科技股份有限公司提前赎回“淳中转债”的核查意见,https://data.eastmoney.com/notices/detail/603516/AN202403191627138708.html
2024-03-20,stock,603516.SH,mid,neutral,2,0.62,1.0,淳中科技:北京淳中科技股份有限公司关于提前赎回“淳中转债”的公告,https://data.eastmoney.com/notices/detail/603516/AN202403191627138704.html
2024-03-20,stock,603516.SH,mid,neutral,2,0.62,1.0,淳中科技:北京淳中科技股份有限公司第三届董事会第二十六次会议决议,https://data.eastmoney.com/notices/detail/603516/AN202403191627138709.html
2024-03-27,stock,603516.SH,mid,neutral,2,0.62,1.0,淳中科技:北京淳中科技股份有限公司关于实施“淳中转债”赎回(暨摘牌)的公告,https://data.eastmoney.com/notices/detail/603516/AN202403261628192924.html
2024-03-28,stock,603516.SH,mid,neutral,2,0.62,1.0,淳中科技:北京淳中科技股份有限公司关于实施“淳中转债”赎回(暨摘牌)的第一次提示性公告,https://data.eastmoney.com/notices/detail/603516/AN202403271628303758.html
2024-03-29,stock,603516.SH,mid,neutral,2,0.62,1.0,淳中科技:北京淳中科技股份有限公司关于实施“淳中转债”赎回(暨摘牌)的第二次提示性公告,https://data.eastmoney.com/notices/detail/603516/AN202403281628441694.html
2024-04-01,stock,603516.SH,mid,neutral,2,0.62,1.0,淳中科技:北京淳中科技股份有限公司关于实施“淳中转债”赎回(暨摘牌)的第三次提示性公告,https://data.eastmoney.com/notices/detail/603516/AN202403311629187803.html
2024-04-02,stock,603516.SH,mid,bullish,4,0.82,1.0,淳中科技:北京淳中科技股份有限公司关于以集中竞价交易方式回购公司股份的进展公告,https://data.eastmoney.com/notices/detail/603516/AN202404011629204263.html
2024-04-02,stock,603516.SH,mid,neutral,2,0.62,1.0,淳中科技:北京淳中科技股份有限公司关于可转债转股结果暨股份变动的公告,https://data.eastmoney.com/notices/detail/603516/AN202404011629204264.html
2024-04-02,stock,603516.SH,mid,neutral,2,0.62,1.0,淳中科技:北京淳中科技股份有限公司关于实施“淳中转债”赎回(暨摘牌)的第四次提示性公告,https://data.eastmoney.com/notices/detail/603516/AN202404011629204265.html
2024-04-03,stock,603516.SH,mid,neutral,2,0.62,1.0,淳中科技:北京淳中科技股份有限公司关于实施“淳中转债”赎回(暨摘牌)的第五次提示性公告,https://data.eastmoney.com/notices/detail/603516/AN202404021629428987.html
2024-04-08,stock,603516.SH,mid,neutral,2,0.62,1.0,淳中科技:北京淳中科技股份有限公司关于“淳中转债”转股数额累计达到转股前公司已发行股份总额10%的公告,https://data.eastmoney.com/notices/detail/603516/AN202404071630035636.html
2024-04-08,stock,603516.SH,mid,neutral,2,0.62,1.0,淳中科技:北京淳中科技股份有限公司关于实施“淳中转债”赎回(暨摘牌)的第六次提示性公告,https://data.eastmoney.com/notices/detail/603516/AN202404071630035653.html
